1.2569318907527992e-09	6.284657772627763e-10	3.5671373023201263e-09	
-2.2683461268315015e-07	4.660540913396562e-08	-1.35557104571677e-08	
-6.830177463129313e-07	1.3855930494925477e-07	-4.780138573541597e-08	
-1.3672925603161543e-06	2.7649017140588754e-07	-9.916984807197408e-08	
-2.279659188475061e-06	4.6039803578851804e-07	-1.6766103674461976e-07	
-3.420117813088731e-06	6.902829345887822e-07	-2.532748708849073e-07	
-4.788668659257305e-06	9.66144913274159e-07	-3.560112493100137e-07	
-6.385311998244371e-06	1.2879840264350927e-06	-4.758700506277596e-07	
-8.210048145123507e-06	1.6558003377850203e-06	-6.128511332155351e-07	
-1.0262877462476937e-05	2.069593920181416e-06	-7.669543352412441e-07	
-1.2543800355688527e-05	2.529364855499743e-06	-9.381794746001808e-07	
-1.5052817276978719e-05	3.035113234780594e-06	-1.126526349020012e-06	
-1.7789928723051156e-05	3.5868391581456783e-06	-1.3319947358925614e-06	
-2.0755135234756702e-05	4.184542734776857e-06	-1.5545843924838435e-06	
-2.3948437400455992e-05	4.828224083042285e-06	-1.7942950557763356e-06	
-2.7369835851312523e-05	5.517883330412406e-06	-2.051126442542398e-06	
-3.101933126532772e-05	6.2535206133339415e-06	-2.3250782493021046e-06	
-3.489692436397896e-05	7.035136077461103e-06	-2.616150152323094e-06	
-3.9002615916590926e-05	7.862729877571612e-06	-2.9243418076834495e-06	
-4.333640673428388e-05	8.736302177461712e-06	-3.2496528512295054e-06	
-4.789829767602614e-05	9.655853150114348e-06	-3.5920828985336315e-06	
-5.268828964493603e-05	1.0621382977531157e-05	-3.951631544999121e-06	
-5.770638358861852e-05	1.1632891850858625e-05	-4.328298365691868e-06	
-6.295258050151935e-05	1.2690379970367186e-05	-4.722082915571324e-06	
-6.842688142055446e-05	1.3793847545409272e-05	-5.132984729259112e-06	
-7.412928743116273e-05	1.494329479444045e-05	-5.561003321206917e-06	
-8.00597996619268e-05	1.6138721945019524e-05	-6.006138185591168e-06	
-8.621841928659094e-05	1.7380129233787615e-05	-6.468388796396849e-06	
-9.260514752372553e-05	1.8667516906510345e-05	-6.947754607312167e-06	
-9.92199856390812e-05	2.0000885218077922e-05	-7.444235051875382e-06	
-0.00010606293494121844	2.138023443248427e-05	-7.9578295432959e-06	
-0.00011313399678554305	2.2805564822743107e-05	-8.488537474622106e-06	
-0.00012043317257161697	2.4276876671077183e-05	-9.036358218625474e-06	
-0.0001279604637445039	2.579417026879237e-05	-9.601291127852804e-06	
-0.00013571587179443377	2.735744591623575e-05	-1.0183335534646909e-05	
-0.00014369939825747591	2.8966703922921854e-05	-1.0782490751041205e-05	
-0.00015191104471251374	3.062194460740674e-05	-1.1398756068874973e-05	
-0.00016035081278729786	3.232316829745628e-05	-1.2032130759782479e-05	
-0.00016901870415138564	3.407037532985712e-05	-1.2682614075098049e-05	
-0.00017791472052084982	3.586356605050102e-05	-1.3350205245939782e-05	
-0.00018703886365760634	3.770274081444795e-05	-1.4034903483240655e-05	
-0.00019639113536840688	3.958789998577925e-05	-1.4736707977580042e-05	
-0.00020597153750349473	4.151904393772387e-05	-1.5455617899414466e-05	
-0.00021578007196064035	4.3496173052658525e-05	-1.6191632398888046e-05	
-0.00022581674068144418	4.551928772196085e-05	-1.6944750605947693e-05	
-0.0002360815456526818	4.758838834626167e-05	-1.771497163025856e-05	
-0.0002465744889076507	4.97034753351301e-05	-1.8502294561277215e-05	
-0.00025729557252247197	5.186454910736784e-05	-1.9306718468198615e-05	
-0.00026824479862147174	5.407161009084135e-05	-2.0128242399987182e-05	
-0.0002794221693711293	5.632465872252402e-05	-2.0966865385376323e-05	
-0.0002908276869844498	5.862369544845444e-05	-2.1822586432836443e-05	
-0.00030246135371995645	6.096872072388362e-05	-2.2695404530584942e-05	
-0.0003143231718813553	6.335973501306516e-05	-2.3585318646617242e-05	
-0.0003264131438175366	6.579673878944458e-05	-2.4492327728695793e-05	
-0.0003387312719205583	6.827973253551243e-05	-2.5416430704296974e-05	
-0.000351277558631027	7.080871674282558e-05	-2.635762648068414e-05	
-0.0003640520064320474	7.338369191219655e-05	-2.7315913944875562e-05	
-0.00037705461785359396	7.600465855346266e-05	-2.829129196363335e-05	
-0.00039028539547049504	7.867161718552824e-05	-2.9283759383452398e-05	
-0.0004037443419010892	8.138456833649102e-05	-3.0293315030612344e-05	
-0.0004174314598105889	8.414351254343227e-05	-3.131995771110345e-05	
-0.00043134675190973693	8.694845035269015e-05	-3.236368621074157e-05	
-0.00044549022095379876	8.979938231967101e-05	-3.3424499295009956e-05	
-0.00045986186974290036	9.269630900884948e-05	-3.450239570921625e-05	
-0.0004744617011233747	9.563923099383198e-05	-3.559737417834477e-05	
-0.0027631786339383764	9.862814885731481e-05	-4.559628271831666e-05	
-0.0028171217163442085	0.00010166306319112657	-4.7069155898075156e-05	
-0.0028714139857021603	0.00010474397459622844	-4.856768027926521e-05	
-0.002926055557376644	0.0001078708836826724	-5.00919668635086e-05	
-0.0029810465462667057	0.0001110437910696016	-5.1642127193589934e-05	
-0.0030363870668033083	0.00011426269738531364	-5.321827335377273e-05	
-0.0030920772329441283	0.00011752760326719786	-5.4820517970719966e-05	
-0.0031481171581777528	0.00012083850936175676	-5.6448974213784485e-05	
-0.00320450695551778	0.00012419541632458514	-5.810375579615335e-05	
-0.003261246737500563	0.00012759832482045464	-5.978497697472903e-05	
-0.0033183366161840637	0.00013104723552312476	-6.149275255136096e-05	
-0.0033757767031500296	0.00013454214911565868	-6.322719787305047e-05	
-0.0034335671094935963	0.00013808306629008705	-6.498842883267321e-05	
-0.0034917079458319593	0.0001416699877475557	-6.677656186959703e-05	
-0.003550199322291542	0.00014530291419845192	-6.859171397000319e-05	
-0.003609041348513467	0.00014898184636211065	-7.043400266782383e-05	
-0.0036682341336527068	0.00015270678496708806	-7.230354604493766e-05	
-0.003727777786368377	0.00015647773075107773	-7.420046273193994e-05	
-0.0037876724148303707	0.00016029468446082716	-7.612487190835309e-05	
-0.00384791812671224	0.00016415764685220101	-7.807689330372961e-05	
-0.003908515029191349	0.00016806661869020259	-8.005664719761242e-05	
-0.003969463228947957	0.00017202160074899513	-8.206425442026507e-05	
-0.004030762832158757	0.00017602259381179728	-8.409983635322269e-05	
-0.004092413944503621	0.00018006959867092537	-8.616351492961285e-05	
-0.0041544166711536545	0.0001841626161279199	-8.825541263493413e-05	
-0.0042167711167755305	0.0001883016469933359	-9.037565250713223e-05	
-0.004279477385531033	0.00019248669208693237	-9.252435813746957e-05	
-0.004342535581068571	0.00019671775223750458	-9.470165367073715e-05	
-0.0044059458065272405	0.00020099482828298955	-9.690766380577027e-05	
-0.004469708164533892	0.00020531792107055067	-9.914251379598527e-05	
-0.004533822757198167	0.00020968703145630453	-0.00010140632944953067	
-0.004598289686115282	0.0002141021603056371	-0.00010369923713006227	
-0.004663109052360781	0.00021856330849297266	-0.00010602136375709055	
-0.004728280956488349	0.00022307047690183727	-0.00010837283680606011	
-0.004793805498532108	0.0002276236664249854	-0.00011075378430942408	
-0.004859682778000168	0.00023222287796419028	-0.00011316433485622234	
-0.004925912893874549	0.00023686811243041223	-0.00011560461759315252	
-0.004992495944612106	0.00024155937074373643	-0.00011807476222456661	
-0.0050594320281360594	0.00024629665383328885	-0.00012057489901300904	
-0.005126721241841155	0.0002510799626374264	-0.00012310515877935854	
-0.0051943636825883144	0.0002559092981036107	-0.0001256656729036582	
-0.005262359446703474	0.00026078466118836704	-0.00012825657332474314	
-0.0053307086299748015	0.00026570605285734756	-0.00013087799254147574	
-0.005399411327652745	0.0002706734740855001	-0.00013353006361223443	
-0.005468467634447489	0.0002756869258566901	-0.00013621292015560585	
-0.005537877644525189	0.00028074640916397474	-0.00013892669635086458	
-0.005607641451510672	0.00028585192500966587	-0.00014167152693799338	
-0.005677759148479498	0.00029100347440499485	-0.00014444754721786252	
-0.005748230827962976	0.0002962010583704279	-0.0001472548930532307	
-0.00581905658193956	0.00030144467793562484	-0.00015009370086796858	
-0.005890236501839453	0.0003067343341393132	-0.00015296410764820213	
-0.00596177067853781	0.00031207002802931	-0.00015586625094229985	
-0.006033659202354793	0.0003174517606626062	-0.00015880026886080833	
-0.006105902163055345	0.0003228795331053465	-0.00016176630007709163	
-0.0061784996498444435	0.0003283533464327872	-0.00016476448382754945	
-0.006251451751367563	0.0003338732017293185	-0.00016779495991151136	
-0.006324758555707782	0.0003394391000884434	-0.00017085786869186132	
-0.006398420150384028	0.0003450510426128207	-0.00017395335109485614	
-0.006472436622350944	0.00035070903041428637	-0.00017708154861067864	
-0.00654680805799232	0.0003564130646137281	-0.00018024260329340612	
-0.006621534543129497	0.00036216314634123273	-0.00018343665776115282	
-0.006696616163005043	0.000367959276736003	-0.00018666385519652286	
-0.00677205300229331	0.0003738014569463581	-0.0001899243393465402	
-0.006847845145091727	0.0003796896881297972	-0.0001932182545225948	
-0.0069239926749241855	0.00038562397145291597	-0.00019654574560118941	
-0.007000495674735329	0.00039160430809151214	-0.0001999069580234879	
-0.0070773542268890224	0.00039763069923043934	-0.00020330203779575802	
-0.007154568413167137	0.00040370314606377527	-0.00020673113148935376	
-0.0072321383147706236	0.00040982164979461253	-0.0002101943862408656	
-0.007310064012313683	0.0004159862116353745	-0.0002136919497523994	
-0.007388345585824001	0.0004221968328074792	-0.00021722397029115914	
-0.007466983114739814	0.00042845351454148757	-0.00022079059669012359	
-0.00754597667791033	0.000434756258077188	-0.00022439197834762026	
-0.0076253263535924	0.0004411050646634915	-0.0002280282652278762	
-0.007705032219446985	0.00044749993555839054	-0.00023169960786057072	
-0.0077851659736115604	0.000453955312922182	-0.000235412463612846	
-0.007865727693882064	0.0004604711984353783	-0.0002391670081862395	
-0.007946717457472677	0.00046704759379414103	-0.00024296341796648703	
-0.008028135341028447	0.00047368450071049156	-0.000246801870024264	
-0.008109981420610979	0.0004803819209122289	-0.00025068254211487535	
-0.00819225577170179	0.00048713985614286714	-0.0002546056126783697	
-0.00827495846920301	0.0004939583081617841	-0.00025857126084021664	
-0.008358089587430555	0.0005008372787440542	-0.0002625796664105929	
-0.008441649200115801	0.0005077767696806384	-0.0002666310098852276	
-0.008525637380400854	0.0005147767827781759	-0.000270725472444886	
-0.008610054200840074	0.000521837319859132	-0.0002748632359560396	
-0.008694899733396386	0.0005289583827617362	-0.00027904448297042363	
-0.008780174049438831	0.0005361399733400255	-0.0002832693967253159	
